No	year	title	artist	id	lyric
1	1964	내일또 만납시다	금호동	4083218	하루의 일을 끝내고 돌아가는 거리엔 사람의 물결 하늘엔 별이 하나 둘 반짝이면 가로등 하나 둘 꽃 피네 허공을 스치는 바람은 차고 흐뭇한 마음은 애드베룬 가벼운 발길 헤어질 때 인사는 내일 또 다시 만납시다 하루의 일을 끝내고 돌아가는 거리엔 사람의 물결 하늘엔 별이 하나 둘 반짝이면 가로등 하나 둘 꽃 피네 허공을 스치는 바람은 차고 흐뭇한 마음은 애드베룬 가벼운 발길 헤어질 때 인사는 내일 또 다시 만납시다 내일 또 다시 만납시다
2	1964	눈물의 연평도	최숙자	1003023	조기를 담뿍잡아 기폭을 올리고 온다던 그배는 어이하여 아니오나 수평선 바라보며 그이름 부르면 갈매기도 우는구나 눈물의 연평도 태풍이 원수더라 한많은 사라호 황천간 그얼굴 언제다시 만나보리 해저문 백사장에 그모습 그리면 등대불만 깜박이네 눈물의 연평도
3	1964	님이라 부르리까	이미자	1754987	1절 임이라 부르리까 당신이라고 부르리까 사랑을 하면서도 사랑을 참고사는 마음으로만 그리워 마음으로만 사무쳐 애타는 가슴 그무슨 잘못이라도 있는 것 처럼 울어야만 됩니까 울어야만 됩니까 2절 임이라 부르리까 당신이라고 부르리까 밤이면 꿈에선가 다정이 만나보고 잊지못하고 언제나 가슴속에만 간직한 못난이 마음 그무슨 잘못이라도 있는 것처럼 울어야만 됩니까 울어야만 됩니까
4	1964	동백아가씨	이미자	1002782	헤일 수 없이 수많은 밤을 내 가슴 도려내는 아픔에 겨워 얼마나 울었던가 동백아가씨 그리움에 지쳐서 울다 지쳐서 꽃잎은 빨갛게 멍이 들었오 동백꽃 잎에 새겨진 사연 말 못할 그 사연을 가슴에 안고 오늘도 기다리는 동백아가씨 가신님은 그 언제 그 어느날에 외로운 동백꽃 찾아 오려나
5	1964	떠날때는 말없이	현미	1003568	그 날 밤 그 자리에 둘이서 만났을 때 똑같은 그 순간에 똑같은 마음이 달빛에 젖은 채 밤새도록 즐거웠죠 아 그 밤이 꿈이었나 비 오는데 두고두고 못 다한 말 가슴에 새기면서 떠날 때는 말 없이 말 없이 가오리다 아무리 불러도 그 자리는 비어있네 아 그 날이 언제였나 비 오는데 사무치는 그리움을 나 어이 달래라고 떠날 때는 말 없이 말 없이 가오이다
6	1964	마도로스 부기	백야성	467355	항구의 일번지 부기우기 일번지 그라스를 채워다오 부기우기 아가씨 고동이 슬피울면 이별이란다 저 달이 지기전에 이슬이 깨기전에 부기우기 부기우기 마도로스 부기우기 항구의 일번지 부기우기 일번지 인심을 쓰려므나 부기우기 아가씨 왔다가 가야하는 마도로스다 저 달이 지기전에 정열이 식기전에 부기우기 부기우기 마도로스 부기우기
7	1964	맨발의 청춘	최희준	1185251	눈물도 한숨도 나 혼자 씹어 삼키며 밤 거리의 뒷골목을 누비고 다녀도 사랑만은 단 하나의 목숨을 걸었다 거리의 자식이라 욕하지 말라 그대를 태양처럼 우러러 보는 사나이 이 가슴을 알아줄 날 있으리라 외롭고 슬프면 하늘만 바라보면서 맨발로 걸어왔네 사나이 험한길을 상처뿐인 이 가슴에 나홀로 달랬네 내버린 자식이라 비웃지 말라 내 생전 처음으로 바친 순정은 머나먼 천국에서 그대 옆에 피어나리 그대 옆에 피어나리
8	1964	물새우는 해변	권혜경	3003849	NA
9	1964	밀짚모자 목장아가씨	박재란	3622464	시원한 밀짚모자 포플라 그늘에 양떼를 몰고가는 목장의 아가씨 연분홍 빛 입술에는 살며시 웃음 띄우고 넓다란 푸른 목장 하늘에 구름가네 라라라 라라라라라 라라라라 라라라라 라라라 라라라라라 라라라라 라라라라 연분홍 빛 입술에는 살며시 웃음 띄우고 넓다란 푸른 목장 하늘에 구름가네 구름가네 음음음음
10	1964	보고싶은 얼굴	현미	1003566	눈을 감고 걸어도 눈을 뜨고 걸어도 보이는 것은 초라한 모습 보고 싶은 얼굴 거리마다 물결이 거리마다 발길이 휩쓸고 지나간 허황한 거리에 눈을 감고 걸어도 눈을 뜨고 걸어도 보이는 것은 초라한 모습 보고 싶은 얼굴 거리마다 물결이 거리마다 발길이 휩쓸고 지나간 허황한 거리에 눈을 감고 걸어도 눈을 뜨고 걸어도 보이는 것은 초라한 모습 보고 싶은 얼굴
11	1964	빗속의 여인 (1964년작)	"Add 4, 신중현"	2517558	잊지 못할 빗속의 여인 지금은 어데 있나 노오란 레인코트에 검은 눈동자 잊지 못하네 다정하게 미소지며 검은 우산을 받쳐주네 나리는 빗방울 바라보며 말없이 말없이 걸었네 잊지 못할 빗속의 여인 그 여인을 잊지 못하네 다정하게 미소지며 검은 우산을 받쳐주네 나리는 빗방울 바라보며 말없이 말없이 걸었네 잊지 못할 빗 속의 여인 그 여인을 잊지 못하네 오 잊지 못할 빗 속의 여인 그 여인을 잊지 못하네 잊지 못하네 잊지 못하네 오 잊지 못해
12	1964	빨간구두 아가씨	남일해	467498	솔솔솔 오솔길에 빨간구두 아가씨 똑똑똑 구두소리 어딜 가시나 한번쯤 뒤돌아 볼만도 한데 발걸음만 하나둘 세며 가는지 빨간 구두 아가씨 혼자서 가네 밤밤밤 밤길에 빨간구두 아가씨 똑똑똑 구두소리 어딜 가시나 지금쯤 사랑을 알만도 한데 종소리만 하나둘 세며 가는지 빨간 구두 아가씨 멀어져가네
13	1964	소쩍새 우는 마을	박재란	1324501	소쩍 소쩍새 울고간 뒤에 나풀나풀 나비가 춤추며 오네 두꺼비도 잠 깨어 하품하는데 우리집 고양인 아랫목 차지 겨울이 가고 봄이 오면은 아가씨 나들이 핑계도 좋아 나물 캐러 간다고 거울 보고 한나절 간 주 중 쓰름 쓰름 쓰르라미 울고간 뒤에 개구리 합창이 시끄러운데 멋쟁이 제비가 도망오는데 우리집 송아진 달콤한 낮잠 봄이 가고 여름이 오면 동네 총각 나리들 핑계도 좋아 밭갈이 간다고 장기 두고 한나절 간 주 중 가을 겨울 봄 여름 돌아가는데 우리 동네 물방아 돌리지않네 순이네 집 잔칫날 닥아오는데 떡방아 물바아 어디서 찧나 지붕에도 새들이 놀러왔지만 방아 소리 멎으니 맥이 풀렸네 부지런한 마을로 떠나가 볼까
14	1964	아메리칸 마도로스	고봉산	992864	무역선 오고가는 부산 항구 제2부두 죄많은 마도로스 이별이 야속트라 닷줄을 감으면은 기적이 울고 뱃머리 돌리며는 사랑이 운다 아 항구에 아가씨 울리고 떠나가는 버리고 떠나가는 마도로스 아메리카 마도로스 꽃물결 넘실대는 부산 항구 제2부두 술취한 마도로스 항구가 무정트라 깃발을 올리며는 기적이 울고 테프가 끊어지면 사랑이 운다 아 항구에 아가씨 울리고 떠나가는 버리고 떠나가는 마도로스 아메리카 마도로스
15	1964	아빠 안녕	현미	3621978	비가 나리네 비가 나리네 돌아선 이가슴에 그님은 어데 그어느곳에 이마음 벗사려 떨어져가도 이마음 몹쓸건 미련때문에 아 몸부림치며 님을 불렀네 이마음 모질게 헤어져가고 이마음 몹쓸건 미련때문에 아 목놓아 울며 님을 불렀네
16	1964	영등포의 밤	오기택	1936373	궂은비 하염 없이 쏟아지는 영등포의 밤 내 가슴에 안겨오는 사랑의 불길 고요한 적막속에 빛나던 그대 눈동자 아 영원히 잊지 못할 영등포의 밤이여 가슴을 파고드는 추억어린 영등포의 밤 영원속에 스쳐오는 사랑의 불길 흐르는 불빛속에 아련한 그대의 모습 아 영원히 잊지 못할 영등포의 밤이여
17	1964	워싱턴 광장	정 시스터즈	1858635	드넓은 광장 한폭판에 외로히 앉아서 그 사람은 언제나 벤죠만 퉁기네 멀고먼 하늘 바라보며 슬픔에 잠겨서 아무 말없이 한숨 지며 벤죠만 퉁기네 오가는 사람 없어도 홀로 앉아서 생각에 잠겨 쓸쓸히 벤죠만 퉁기네 돌아 갈 생각 하지않고 외로히 앉아서 슬픔에 젖은 내 마음도 한없이 울리네 간 주 중 궂은 비 오고 눈 내려도 그 사람 언제나 쓸쓸히 홀로 앉아서 벤죠만 퉁기네 말못할 슬픈 사연 있어 벤죠만 퉁기며 상처에 아픈 내 가슴도 한없이 울리네
18	1964	이국땅	남일해	1714082	하룻밤 뱃길이면 가고 오건만 못 가는 이국땅에 서러움이 많 아현해탄 파도 위에 비친 저 달아 찢어진 문틈으로 어머님 얼굴에도 아 아 비치어다오 꿈길은 수륙만리 고국 이건만 싸늘한 벼겟머리 언제나 이국 현해탄 파도 위에 부산항 찾아 그 누가 떠났길래 저 멀리 남은 연기 아 아 나를 울리네
19	1964	저녁 한때 목장풍경	위키리	1925260	끝없는 벌판 멀리 지평선에 노을이 물들어 오면 외로운 저 목동의 가슴 속엔 아련한 그림움 솟네 뭉게 구름 저편 산 넘어로 기러기떼 나르고 양떼를 몰고 오는 언덕길에 초생달 빛을 뿌리면 구슬픈 피리 소리 노래 되어 쓸쓸이 메아리치네 끝없는 벌판 멀리 지평선에 노을이 물들어 오면 외로운 저 목동의 가슴 속엔 아련한 그림움 솟네 뭉게처럼 저 편 산 넘어로 기러기
20	1964	진고개 신사	최희준	1185247	미련없이 내뿜는 담배 연기속에 아련히 떠오르는 그 여인의 얼굴을 별마다 새겨보는 별마다 새겨보는 아 진고개 신사 헝크러진 머리를 쓸어 올리며 언젠가 들려주던 그 여인의 노래를 소리없이 불러보는 소리없이 불러보는 아 진고개 신사
21	1964	첫사랑 마도로스	남일해	1714068	푸르른 달빛이 파도에 부서지면 파이프에 꿈을 실은 첫사랑 마도로스 배귀에 기대서면 그 날 밤이 그립구나 항구마다 정을 두고 떠나온 사나이 그래도 첫사랑 맺은 님을 잊을 길 없네 깨스등 희미한 부두의 그 날 밤에 울며불며 잡던 님을 뿌리친 마도로스 때 묻은 기름옷에 갈매기가 벗이구나 그라스로 맺은 정에 상처만 남기고 떠나온 첫사랑 아가씨가 나를 울리네
22	1964	황혼의 엘리지	최양숙	1874330	마로니에 나뭇 잎에 잔별이 지면 정열의 불이 타던 첫사랑의 시절 영원한 사랑 맹세하던 밤 아 흘러간 꿈 황혼의 엘리지 간 주 중 황혼이 되면 지금도 가슴을 파는 상처의 아픈 마음 다시 새로워 눈물을 먹고 이별하던 밤 아 흘러간 꿈 황혼의 엘리지
23	1965	내 이름은 소녀	조애희	1324508	내 이름은 소녀 꿈도 많고 내 이름은 소녀 말도 많지요 거울 앞에 앉아서 물어보며는 어제보다 요만큼 예뻐졌다고 내 이름은 소녀 꽃송이같이 곱게 피며는 엄마되겠지 내 이름은 소녀 꿈도 많고 내 이름은 소녀 샘도 많지요 거리 거리 쌍쌍이 걸어가며는 내 그림자 깨워서 짝을 지우고 내 이름은 소녀 꽃송이같이 곱게 피며는 날아오겠지
24	1965	누가 이사람을 모르시나요 (남과북 주제가)	곽순옥	3607035	누가 이 사람을 모르시나요 얌전한 몸매에 빛나는 눈 고운 마음씨는 달덩이같이 이 세상 끝까지 가겠노라고 나 하고 강가에서 맹세를 하던 이 여인을 누가 모르시나요 누가 이 사람을 모르시나요 부드러운 정열에 화사한 이 한 번 마음 주면 변함이 없어 꿈 따라 임 따라 가겠노라고 내 품에 안기어서 맹세를 하던 이 여인을 누가 모르시나요
25	1965	마포사는 황부자	쟈니 브라더스	4083174	NA
26	1965	맨발로 뛰어라	남일해	3607343	내 몸에 핏줄이 비바람에 젖어도 멍들은 상처를 건드리지 말아다오 사나이 얼굴에 눈물이 비쳐도 님 그린 내 순정 변함은 없다 쫓기는 이 세상을 맨발로 뛰면서 끓는 피 두 주먹을 쥐고 또 쥐고 어두운 그림자 밝은 내일 믿고서 성내고 뛰어라 맨발로 뛰어라 내 몸에 핏줄이 비바람에 젖어도 멍들은 상처를 건드리지 말아다오 사나이 얼굴에 눈물이 비쳐도 님 그린 내 순정 변함은 없다 쫓기는 이 세상을 맨발로 뛰면서 끓는 피 두 주먹을 쥐고 또 쥐고 어두운 그림자 밝은 내일 믿고서 성내고 뛰어라 맨발로 뛰어라
27	1965	맹호들은 간다	"쟈니부라더스, 아리랑 시스터즈"	3005345	NA
28	1965	사랑의 송가	한명숙	1714080	바람결에 흔들리는 갈대와 같이 지금은 그대의 마음 변했나 영원토록 변치말자던 님의 말이 지금은 이슬같이 사라졌네 차라리 몰랐던들 몰랐던들 이 마음 그대생각 않을것을 이 마음 그대사랑 안할것을 차라리 몰랐던들 몰랐던들 이 마음 그대생각 않을것을 이 마음 그대사랑 안할것을
29	1965	산너머 남촌에는	박재란	1005543	산너머 남촌에는 누가 살길래 해마다 봄바람이 남으로 오네 아 꽃피는 사월이면 진달래 향기 밀익은 오월이면 보리 내음새 어느것 한가진들 실어 안오리 남촌서 남풍 불때 나는 좋데나 산너머 남촌에는 누가 살길래 저 하늘 저 빛깔이 그리 고 울까 아 금잔디 넓은 벌엔 호랑나비떼 버들가 실개천에 종달새 노래 어느것 한가진들 실어 안오리 남촌서 남풍 불때 나는 좋데나 어느것 한가진들 실어안오리 남촌서 남풍 불때 나는 좋데나 아 꽃피는 사월이면 진달래 향기 밀익은 오월이면 보리 내음새 어느것 한가진들 실어 안오리 남촌서 남풍 불때 나는 좋데나
30	1965	아나 농부야	박재란	3005348	NA
31	1965	아빠의 청춘	박일남	191058	이 세상에 부모 마음 다 같은 마음 아들 딸이 잘 되라고 행복하라고 마음으로 빌어주는 박영감인데 노랭이라 비웃으며 욕하지 마라 나에게도 아직까지 청춘은 있다 원더플 원더플 아빠의 청춘 브라보 브라보 아빠의 인생 간 주 중 세상 구경 서울 구경 참 좋다만은 돈 있어야 제일이지 없으면 산통 마음 착한 며느리를 내 몰라 보고 황소고집 부리다가 큰 코 다쳤네 나에게도 아직까지 꿈이야 있다 원더플 원더플 아빠의 청춘 브라보 브라보 아빠의 인생
32	1965	울어라 열풍아	이미자	48707	못견디게 괴로워도 울지 못하고 가는님을 웃음으로 보내는 마음 그 누구가 알아주나 기막힌 내 사랑을 울어라 열풍아 밤이 새도록 님을 보낸 아쉬움에 흐느끼면서 하염없이 헤매도는 서러운 밤길 내 가슴의 이 상처를 그 누가 달래주리 울어라 열풍아 밤이 새도록
33	1965	월남의 달밤	윤일로	176245	남 남쪽 먼 먼 나라 월남의 달밤 십자성 저 별빛은 어머님 얼굴 그 누가 불어주는 하모니카냐 아리랑 멜로디가 향수에 젖네 가슴에 젖네 열대어 꼬리치는 사이공 항구 산호등 아롱다롱 모래 별이면 카누에 실어보는 그 님의 노래 떠나온 수륙만리 아득한 고향 그리운 산천
34	1965	위를 보고 걷자	최희준	3005321	NA
35	1965	인정사정 볼것없다	진송남	3005343	NA
36	1965	정동 대감	이미자	48711	영을 넘고 강을 건너 남도 천리를 헤어져 그린 그님 찾아가는데 철없이 따라오는 어린 손이 차갑구나 자장 자장 잘자거라 아가야 잠들어라 이슬내려 젖은 길이 멀기만 하다 사랑찾아 임을 찾아 운명의 길을 천리라도 만리라도 찾아가련다 등에 업힌 어린 자식 칭얼칭얼 우는데 자장 자장 잘자거라 아가야 잠들어라 눈물에 젖은 길이 멀기만 하다
37	1965	쥐구멍에도 볕들날 있다	김상국	4085246	NA
38	1965	진주 조개 잡이	박재란	3005344	NA
39	1965	행복의 샘터	박재란	1005548	심심산골 외로이 피어있는 꽃인가 소박한 너의 모습 내 가슴을 태웠네 그리움에 날개 돋혀산넘고 물건너꿈을 따라 사랑 찾아나 여기 왔노라외딴곳에 피어난이름없는 꽃인데찾아주는 그대는정녕 나의 님인가 어린 가슴에 그리던그사랑 이라면반겨 맞아 받드오리따르오리다 세상이 넓다해도 그대만은 내 사랑소녀의 순정에도그대만이 나의 님무지개 피는 하늘 밑행복의 샘터를둘이 서로 손을 잡고찾아갑시다
40	1965	황포돛대	이미자	1002791	마즈막 석양 빛을 기폭에 걸고 흘러가는 저 배는 어데로 가느냐 해풍아 비바람아 울지를 마라 파도소리 구슬프면 이 마음도 구슬퍼 아아아 어데로 가는 배냐 어데로 가는 배냐 황포 돛대야 순풍에 돛을 달고 황혼 바람에 떠나가는 저 사공 고향은 어데냐 사공아 말해다오 떠나는 뱃길 갈매기야 울지마라 이 마음도 서럽다 아아아 어데로 가는 배냐 어데로 가는 배냐 황포 돛대야
41	1966	고향무정	오기택	3485992	구름도 울고넘는 울고넘는 저 산아래 그 옛날 내가 살던 고향이 있었건만 지금은 어느 누가 살고있는지 지금은 어느 누가 살고있는지 산골짝엔 물이 마르고 기름진 문전옥답 잡초에 묻혀있네 새들도 집을 찾는 집을 찾는 저 산아래 그 옛날 내가 살던 고향이 있었건만 지금은 어느 누가 살고있는지 지금은 어느 누가 살고있는지 바다에는 배만 떠있고 어부들 노래 소리 멎은지 오래일세
42	1966	길잃은 철새	최희준	1002503	무슨 사연이 있겠지 무슨 까닭이 있겠지 돌아가지 않는 길 잃은 철새 밤은 깊어서 낙엽은 쌓이는데 밤은 깊어서 낙엽은 쌓이는데 흐느끼는 소리만 흐느끼는 소리만 홀로 살고파 왔을까 홀로 울고파 왔을까 돌아가지 않는 길 잃은 철새 가을은 가고 겨울은 왔는데도 가을은 가고 겨울은 왔는데도 한숨짓는 소리만 한숨짓는 소리만
43	1966	날씬한 아가씨끼리	이금희	2740012	날씬한 날씬한 아가씨끼리 정답게 정답게 손을 잡고서 충무로 명동길 걸어가면은 거리는 환하게 꽃이 핍니다 하늘에 애드벨룬 둥실 떴는데 우리는 꿈 많은 아가씨에요 부풀은 가슴속에 남몰래 꽃피는 부끄러운 무지개 꿈 그대는 아세요 날씬한 날씬한 아가씨끼리 정답게 정답게 손을 잡고서 오후의 남산길 걸어가면은 하늘엔 꽃구름 흘러갑니다 날씬한 날씬한 아가씨끼리 정답게 정답게 손을 잡고서 충무로 명동길 걸어가면은 거리는 환하게 꽃이 핍니다 하늘에 애드벨룬 둥실 떴는데 우리는 꿈 많은 아가씨에요 부풀은 가슴속에 남몰래 꽃피는 부끄러운 무지개 꿈 그대는 아세요 날씬한 날씬한 아가씨끼리 정답게 정답게 손을 잡고서 오후의 남산길 걸어가면은 하늘엔 꽃구름 흘러갑니다 하늘엔 꽃구름 흘러갑니다
44	1966	남성금지구역	이시스터즈	1864974	새장에 카나리아도 비리비리 배배 비리비리 배배 새파란 하늘을 노래하는데 아무리 남성금지구역이라도 우리는 이래뵈도 가슴이 부풀은 가시나이가 아녜요 먹고 싶고 입고 싶고 보고 싶은 것도 많지만 믿음직한 바지씨는 어디 계신가 그리워서 한숨을 쉬고 노랠 불러도 허전한 가슴속은 메울 길이 없대요 기숙사 코스모스도 피고지고 피고 피고지고 피고 울타리 너머를 내다보는데 아무리 남성금지구역이라도 우리는 이래뵈도 꿈만이 가득한 가시나이가 아녜요 공부하고 시험보고 졸업날은 다가오는데 그럴싸한 바지씨는 무얼 하실까 돌아오는 외출 날에는 한번 만나서 어쩌면 그러냐고 따져봐야겠어요
45	1966	눈물을 감추고	위키리	992913	눈물을 감추고 눈물을 감추고 이슬비 맞으며 나 홀로 걷는 밤길 외로움의 젖고 젖어 쓰라린 가슴에 고독이 넘쳐 넘쳐 내 야윈 가슴에 넘쳐 흐른다 눈물을 감추고 눈물을 감추고 이슬비 맞으며 나 홀로 걷는 밤길 외로움에 젖고 젖어 쓰라린 가슴에 슬픔이 넘쳐 넘쳐 내 야윈 가슴에 넘쳐 흐른다
46	1966	덕수궁 돌담길	진송남	1003821	비내리는 덕수궁 돌담 장길을 우산없이 혼자서 거니는 사람 무슨 사연 있길래 혼자 거닐까 저토록 비를 맞고 혼자 거닐까 밤비가 소리없이 내리는 밤에 밤도 깊은 덕수궁 돌담 장길을 비를 맞고 말없이 거니는 사람 옛날에는 두사람 거닐던 길을 지금은 어이해서 혼자 거닐까 밤비가 하염없이 내리는 밤에
47	1966	동백꽃 피는 고향	남상규	1002285	고향이 그리워서 가고 싶어서 밤 깊은 부두가를 찾아 왔건만 고동소리 울지 않고 뱃길도 막혀 동백꽃 피는 고향 멀기만 하구나 내 고향 울릉도야 너 잘 있느냐 네 소식 알 길 없어 가슴 닳는다 내 사랑도 부모님도 안녕하신지 동백꽃 피는 고향 언제 가려나
